created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sat Sep 30 16:05:40 +0000 2023;1708151131896217747;"Sherina aku tau kamu baper sama Sadam aku tauuuuu. Aku tau kamu becandain Sadam kaya bapak bapak atau malah udah jadi bapak bapak itu cuman buat mastiin dia masih single atau engga. Aku tau modusmu. #PetualanganSherina2 https://t.co/FArWLqSI4o";1;2;14;74;in;167719877;1708151131896217747;trsmryntrhy;https://twitter.com/trsmryntrhy/status/1708151131896217747
Sat Sep 30 16:04:09 +0000 2023;1708150749652480394;"Nonton di jam tayang terakhir dan jadi orang terakhir yang keluar dari bioskop 😀😀😀 #PetualanganSherina2 https://t.co/0T9qp9GQqX";0;0;0;0;in;1494130504576081925;1708150749652480394;Nyoman_SB1;https://twitter.com/Nyoman_SB1/status/1708150749652480394
Sat Sep 30 16:01:55 +0000 2023;1708150188702056534;"Film Petualangan Sherina 2 sukses membawa pikiran melayang ke tahun 2000. Kereeen ⁦@FilmPetSher⁩. Chemistry Sherina &amp  Derby masih sama walaupun gap 23 tahun dr film pertama. Musiknya jangan ditanya lagi. Sherina sbg music director 👍👍👍 #PetualanganSherina2 https://t.co/LKqaiHoywt";0;0;0;0;in;1494130504576081925;1708150188702056534;Nyoman_SB1;https://twitter.com/Nyoman_SB1/status/1708150188702056534
Sat Sep 30 15:58:20 +0000 2023;1708149288755507649;"Intinya, setelah nonton #PetualanganSherina2 jadi semakin bangga dg alam Indonesia dg kekayaan flora dan faunanya, menyadari betapa hebatnya orang2 yg berjuang melindungi alam Indonesia, dan semakin menyadari betapa berharganya persahabatan.";0;0;0;0;in;469991390;1708149280928940431;Kiky_Meyna;https://twitter.com/Kiky_Meyna/status/1708149288755507649
Sat Sep 30 15:58:20 +0000 2023;1708149284808618090;"Ekspresiku pas nonton #PetualanganSherina2 sungguh sangat beragam. Mulai dr tersipu malu melihat interaksi Sherina dan Sadam, kagum melihat alam Kalimantan yg sangat luar biasa, terpukau dg lagu2nya yg indah, sampai kesel banget lihat @isyanasarasvati 😅😅";0;1;0;0;in;469991390;1708149280928940431;Kiky_Meyna;https://twitter.com/Kiky_Meyna/status/1708149284808618090
Sat Sep 30 15:58:19 +0000 2023;1708149280928940431;"Apresiasi sebesar2nya untuk seluruh nama ini. #PetualanganSherina2 keren. Ga pernah kecewa dengan @MilesFilms. Terima kasih sudah membawa nostalgia masa kecil dalam sajian yang apik dan menarik. Kayaknya bisa nih nonton lebih dari 1 kali. https://t.co/Tli7hFGQnc";0;1;0;0;in;469991390;1708149280928940431;Kiky_Meyna;https://twitter.com/Kiky_Meyna/status/1708149280928940431
Sat Sep 30 15:56:00 +0000 2023;1708148701162848689;"Film #PetualanganSherina2 bikin nostalgia bgt 💫";0;0;0;0;in;268624661;1708148701162848689;yyoaanne;https://twitter.com/yyoaanne/status/1708148701162848689
Sat Sep 30 15:51:20 +0000 2023;1708147526812221632;"review #PetualanganSherina2 besok aja dah ya";0;0;0;0;in;1396766942908719108;1708147526812221632;morningmomochan;https://twitter.com/morningmomochan/status/1708147526812221632
Sat Sep 30 15:50:36 +0000 2023;1708147339301728426;"*Nobar Film Nasional* Giliran 3 SMAN Padang + 1 SMAN Solok, difasilitasi PMM Kemendikbudristek, kami undang untuk menonton film #PetualanganSherina2 di CGV Raya. Ini rekaman keriangan mereka usai menonton. Padang, 30 September 2023 https://t.co/2INqPPpGaG";0;0;0;0;in;1575338724;1708147339301728426;yan_widjaya;https://twitter.com/yan_widjaya/status/1708147339301728426
Sat Sep 30 15:45:33 +0000 2023;1708146071761989971;"#PetualanganSherina2  Bagus banget guys! Must watch! Nostalgia bangettt, root spirit of milenial. (hahahhha root spirit bgt ga tuch!) Thank you @MirLes dan semua yng terlibat, aduh seneng banget deh! 😍💃🏻";0;0;0;0;in;928807680923262977;1708146071761989971;heiydes;https://twitter.com/heiydes/status/1708146071761989971
Sat Sep 30 15:43:21 +0000 2023;1708145516687843333;"The soul of the show is the music, it's great to know that the music director is Sherina herself, the music develops the two main characters in a wonderful way, very nostalgic yet very fresh. Terima kasih tim #PetualanganSherina2  🥺👏👏👏👏👏 https://t.co/2SPdKMOnex";0;0;0;3;en;78493251;1708145516687843333;enypurnami;https://twitter.com/enypurnami/status/1708145516687843333
Sat Sep 30 15:37:23 +0000 2023;1708144013264707681;"Butuh nunggu 23 tahun buat sekuel Petualangan Sherina lanjut jadi Petualangan Sherina 2.  Petualangan Sherina adalah film pertama yg gue tonton di bioskop waktu masih kecil bangettt!  Terima kasih, Sherina &amp  Sadam @sherinamunaf @Derby_Rr @FilmPetSher  #PetualanganSherina2 https://t.co/OxT5Q63PSZ";0;0;0;2;in;1431298779609649153;1708144013264707681;imyourkind;https://twitter.com/imyourkind/status/1708144013264707681
Sat Sep 30 15:36:31 +0000 2023;1708143795420975136;"Permisi numpang iklan kaka kakaaa... Capek banget nugas ga kelar-kelar? Kirim ke sini ajaaa tugasnya. Siapa tau mimin bisa bantu. Tarif mulai dari 3 ribu rupiah kamu bisa tenangg.  #nugas #soal #matematika #tuhas #anak #sekolah #sambat #Jungkook3D #PAKvsNZ #PetualanganSherina2";0;0;0;0;in;1707773817169608704;1708143795420975136;heyimaz_;https://twitter.com/heyimaz_/status/1708143795420975136
Sat Sep 30 15:36:20 +0000 2023;1708143749862404369;"Setelah sekian lamanyaaa nungguin akhirnya hari ini aku bisa nonton #PetualanganSherina2 di bioskop! Sumpah aku excited bgt sm film penuh kenangan ini! Dann dr lagu openingnya dimulai aja aku udah nangis dongg huhuhuu seakan dilempar balik ke masa2 kecil yg indah puluhan thn lalu";0;1;0;0;in;1367867064300433411;1708143749862404369;hoihyuni;https://twitter.com/hoihyuni/status/1708143749862404369
Sat Sep 30 15:31:03 +0000 2023;1708142420406526330;"Iya bangeeet. Gabisa berhenti senyum apalagi pas udah nyanyi yang bikin nostalgia parah. Pure happiness ✨️ #lrt #PetualanganSherina2";0;0;0;0;in;945927349605773312;1708142420406526330;jveable;https://twitter.com/jveable/status/1708142420406526330
Sat Sep 30 15:30:14 +0000 2023;1708142216672346236;"Omega89: Agen Slot Gacor Online  🔥 Garansi Kekalahan 100% Chat  #omega89 #omega89slot #daftaromega89  #slotgacor2023 #g30spki #lawan10 #jessica #innalillahi #pbsi #icecold #persijaday #samarindaadasalma #fullhouse #petualangansherina2 #oorinjakarta2023 #raspot #nasgorthepeoples https://t.co/ByOIkQbqwg";0;0;0;1;in;1662324906300952577;1708142216672346236;omega89games;https://twitter.com/omega89games/status/1708142216672346236
Sat Sep 30 15:28:02 +0000 2023;1708141659597492617;"#PetualanganSherina2 https://t.co/K7zHtwiIIU";0;0;0;0;qme;185661883;1708141659597492617;snindriani;https://twitter.com/snindriani/status/1708141659597492617
Sat Sep 30 15:27:46 +0000 2023;1708141593595940923;"#PetualanganSherina2 https://t.co/l0GbQFahKB";0;0;0;0;qme;185661883;1708141593595940923;snindriani;https://twitter.com/snindriani/status/1708141593595940923
Sat Sep 30 15:27:33 +0000 2023;1708141539187442114;"#PetualanganSherina2 https://t.co/b25aq5RVQs";0;0;0;1;qme;185661883;1708141539187442114;snindriani;https://twitter.com/snindriani/status/1708141539187442114
Sat Sep 30 15:19:28 +0000 2023;1708139507139346606;"Nonton #PetualanganSherina2 kalo pas masuk studio udah nyampe scene Sherina &amp  Aryo nyampe bandara Kalimantan berarti ketinggalan berapa menit?";0;3;0;0;in;60229353;1708139507139346606;senovriawan;https://twitter.com/senovriawan/status/1708139507139346606
Sat Sep 30 15:17:17 +0000 2023;1708138955982647587;"#3D_byJungkook #jamtangan #danielwellington #PetualanganSherina2  #malamminggu  #jessica";0;0;0;0;qht;1525807821123899394;1708138955982647587;Cocokchekout;https://twitter.com/Cocokchekout/status/1708138955982647587
Sat Sep 30 15:13:06 +0000 2023;1708137903967387949;"Gw nonton drama musikalnya aja udah terbuncah-buncah apalagi liat film lanjutannya huhuu nostalgia sekalii #PetualanganSherina2  Scene di gudang paling sukaaaak!!🤍🤍  Berasa tumbuh dewasa bersama kapal pertamaku di dunia lol";0;1;0;0;in;119043438;1708137903967387949;annisanizar;https://twitter.com/annisanizar/status/1708137903967387949
Sat Sep 30 15:10:32 +0000 2023;1708137256387498375;"Kok bisa ya Petualangan Sherina yg pertama gak ada di memoriku🥹🥹 tapi yang sekarang nonton asli seru bangett🫶🏼 #PetualanganSherina2 https://t.co/312nk5EOa7";0;0;0;0;in;1124652999345709056;1708137256387498375;putueriaa;https://twitter.com/putueriaa/status/1708137256387498375
Sat Sep 30 15:09:11 +0000 2023;1708136917307621737;"this is my 2nd times.... tak kirain sepi gais ternyata pas film nya udahan yang nonton penuh banget 😭  #PetualanganSherina2 @FilmPetSher https://t.co/KOQwu4O7U0";0;0;0;0;in;1502855847369908224;1708136917307621737;fitaotherside;https://twitter.com/fitaotherside/status/1708136917307621737
Sat Sep 30 14:53:38 +0000 2023;1708133003258700283;"@FilmPetSher Tetiba jump to La La Land scene 👍🏽 #PetualanganSherina2   https://t.co/wBIJGoeHOU";0;0;0;0;tl;136951940;1708133003258700283;toto_susilo;https://twitter.com/toto_susilo/status/1708133003258700283
Sat Sep 30 14:49:53 +0000 2023;1708132062434381892;"24601 — Sherina M Darmawan, #PetualanganSherina2 (2023)";0;0;0;0;in;237803867;1708132062434381892;fjrsdk_;https://twitter.com/fjrsdk_/status/1708132062434381892
Sat Sep 30 14:48:06 +0000 2023;1708131613589315665;"Komentarku habis nonton film #PetualanganSherina2 , film ini bikin aku pengen nyanyi. Beneran deh, pas belum masuk studio aja, orang di sebelahku dah nyanyi. :") Kebayang ga gimana meredam hasrat ga ikutan nyambung "Betapaaa bahagianya" atau "Malam ini bintang bintang..."";0;1;0;0;in;2276025264;1708131613589315665;merandere;https://twitter.com/merandere/status/1708131613589315665
Sat Sep 30 14:44:17 +0000 2023;1708130653139820962;"I wish that everyone has BFs that always delivers SPARKS without expecting anything in return. BFs who can make you feel comfortable even though the apocalypse is coming tomorrow!!!!!   #PetualanganSherina2";0;0;0;1;en;1300761546910347270;1708130653139820962;AkashiiKeizi;https://twitter.com/AkashiiKeizi/status/1708130653139820962
Sat Sep 30 14:36:55 +0000 2023;1708128799345578187;"sukses bikin mesem mesem  nangis gembira riweuh  #PetualanganSherina2";0;0;0;2;in;1300761546910347270;1708128799345578187;AkashiiKeizi;https://twitter.com/AkashiiKeizi/status/1708128799345578187
Sat Sep 30 14:35:04 +0000 2023;1708128332074877026;"Masih terharu nonton #PetualanganSherina2 inget banget dulu diajak mama pertama kali ke bioskop mataram nontonnya sherina 😭";0;0;0;0;in;207537696;1708128332074877026;strwnrst;https://twitter.com/strwnrst/status/1708128332074877026
Sat Sep 30 14:30:21 +0000 2023;1708127146303164803;"Seneng bgt hari ini bisa nostalgia nonton #PetualanganSherina2 🥰🥰";0;0;0;0;in;61340201;1708127146303164803;amandamaliaa;https://twitter.com/amandamaliaa/status/1708127146303164803
Sat Sep 30 14:17:56 +0000 2023;1708124021894594828;"Sesudah nonton Petualangan Sherina 2 Kemaren, langsung hepi  nyanyi2 terus.. 🎤🎼Betapa Bahagianya…🎼  Emak Bapaknya juga campur2 rasanya inget alm anak 1.   #familytime #wheninjakarta #petualangansherina2 https://t.co/4E9KZu4ADZ https://t.co/Nl4IcpXxgz";0;0;0;0;in;246188223;1708124021894594828;patriaguides;https://twitter.com/patriaguides/status/1708124021894594828
Sat Sep 30 14:02:33 +0000 2023;1708120146966114546;"M39 - Petualangan Sherina 2 (Sept23) Mata gue berkaca2 dari lagu pertama🥹 feels so nostalgic. Lagu lama diaransemen ulang, musikalnya bagus, plus Isyana luar biasa.   Yg aneh cuma ada 1 scene yg menurut gue gak perlu bamget dah. Tapi overall suka banget! #PetualanganSherina2";0;1;0;0;in;1003580902243356673;1616263621180551168;arii_gom;https://twitter.com/arii_gom/status/1708120146966114546
Sat Sep 30 13:45:46 +0000 2023;1708115926217031884;"Pas tuh abis nyanyi Betapaa Bahagianyaaa dapet penugasan luar negri, wartawan perempuan baru nyadar cuma disuruh riset doang. Yang berangkat mah wartawan laki2 🤪  #PetualanganSherina2 https://t.co/ySEugKCZUx";0;0;0;0;in;24668342;1708073257746968926;journalin;https://twitter.com/journalin/status/1708115926217031884
Sat Sep 30 13:42:51 +0000 2023;1708115193048539462;"Suara sherina waktu scene nyanyi bikin kuping dan otak rasanya kayak dimentalin by recall memory ke PetSher1. Sadam…oh 💙 (smoga ada yg bikin thread dugaan2 masa dewasa mereka berdua 😂). Plis bikin lagi dong teater musikalnya. Film yg sangat menyenangkan #PetualanganSherina2";0;0;0;0;in;4662504560;1708115193048539462;DKusmianingrum;https://twitter.com/DKusmianingrum/status/1708115193048539462
Sat Sep 30 13:37:51 +0000 2023;1708113931573858314;"Nonton #PetualanganSherina2 , sepanjang film ketawa, ikutan nyanyi, pas moment sedihnya kebawa juga..  Keren sangat yasalam ❤️  Lagu Betapa Bahagianya bersama berdua, masih terngiang ngiang sepanjang perjalanan  Apalagi si Sadam gak nguatin banget gantengnya dan cool ny 🫣😎😍";0;0;0;0;in;314348449;1708113931573858314;divta_riyanto;https://twitter.com/divta_riyanto/status/1708113931573858314
Sat Sep 30 13:33:49 +0000 2023;1708112919404437766;"Min @FilmPetSher , tolong kasih aku pencerahan. Aku ga bisa tidur mikirin Hilda. Katanya kalo sadar setelah dibius dia bakal ngamuk ...  Apakah dia ngamuk beneran? Gimana dia setelah terpisah (cukup) lama sama anaknya?   #PetualanganSherina2";0;0;0;0;in;898563862814900224;1708112919404437766;AraNiagara1;https://twitter.com/AraNiagara1/status/1708112919404437766
Sat Sep 30 13:16:40 +0000 2023;1708108603184619920;"#PetualanganSherina2   air mata gwe netes beberapa kali #baper #dejavu apalagi tiap sherina mulai nyanyi ZKSKWKXJSHAB mau teriak aj rasanyah 💗😿💋💘 https://t.co/dQ0JIyEZMZ";0;1;0;0;in;1201845013677654016;1708108603184619920;rawrloey;https://twitter.com/rawrloey/status/1708108603184619920
Sat Sep 30 13:12:12 +0000 2023;1708107479757033883;"Kesimpulan saya dari #PetualanganSherina2 Iya saya baper, abis nada "neng"nya berubah sih. https://t.co/UyR88gGDb5";7;0;25;44;in;235020305;1708107479757033883;izmiist;https://twitter.com/izmiist/status/1708107479757033883
Sat Sep 30 13:07:45 +0000 2023;1708106359731048708;"Setelah 23 tahun, akhirnya hari ini bisa lihat Sherina dan Sadam lagi 🫰🏻😊 #PetualanganSherina #PetualanganSherina2 https://t.co/4OHFtzJHgD";0;0;0;2;in;859301594424160257;1708106359731048708;B_MyNightingale;https://twitter.com/B_MyNightingale/status/1708106359731048708
Sat Sep 30 12:57:45 +0000 2023;1708103839700898171;"ADA AMIN BISA KE KONSERVASI ORANG UTANNNNNNN di Kalimantaaaaannnnnnnnnn #PetualanganSherina2";0;0;0;0;in;1300761546910347270;1708103839700898171;AkashiiKeizi;https://twitter.com/AkashiiKeizi/status/1708103839700898171
Sat Sep 30 12:50:03 +0000 2023;1708101904461599057;"udah biasa nonton sendiri diapit orang pacaran sebelah kiri kanan, yang penting aku jadi nonton film masa kecilku 🥹❤️ #PetualanganSherina2 https://t.co/IW3VuyGSq1";0;0;0;3;in;232749782;1708101904461599057;minhoddeyes;https://twitter.com/minhoddeyes/status/1708101904461599057
Sat Sep 30 12:45:20 +0000 2023;1708100716945179135;"Nonton #PetualanganSherina2 tentu dengan outfit ala petualang ✊🏼✊🏼 https://t.co/BzpHbZeBYV";0;0;0;1;in;223795812;1708100716945179135;happyhariss;https://twitter.com/happyhariss/status/1708100716945179135
Sat Sep 30 12:43:48 +0000 2023;1708100330456813888;"Tadi ada momen dimana neriakin, "cipokan.. cipokaan.." tapi langsung dibungkam oleeh biniii sayaaahh wkww padahal momennya pas itu 🤭😂 #PetualanganSherina2";0;1;0;0;in;227140383;1708099490505457873;bilLy_noure;https://twitter.com/bilLy_noure/status/1708100330456813888
Sat Sep 30 12:42:22 +0000 2023;1708099971885732214;"Terharu dikit gak ngaruh. Emang seru dan angkat isu perlindungan/konservasi Orangutan ini keren!! @FilmPetSher #PetualanganSherina2 https://t.co/7Q1QTftkXG";0;0;0;0;in;76857366;1707949697468674442;meeeemet;https://twitter.com/meeeemet/status/1708099971885732214
Sat Sep 30 12:40:28 +0000 2023;1708099490505457873;"#PetualanganSherina2 sih seruuu beneeerr.. 👏👏👏";0;1;0;0;in;227140383;1708099490505457873;bilLy_noure;https://twitter.com/bilLy_noure/status/1708099490505457873
Sat Sep 30 12:33:06 +0000 2023;1708097636098875889;"highlight of watching #PetualanganSherina2 on theater today  Sherina : ini bukan film, Dam anak kecil dari kursi penonton : ini film!!!!  😂😂😂😂😂😂";0;0;0;1;in;1746553694;1708097636098875889;earthtotaemin;https://twitter.com/earthtotaemin/status/1708097636098875889
Sat Sep 30 12:31:55 +0000 2023;1708097339293081889;"#PetualanganSherina2 (MiLes/28/9/2023) sut Riri Riza sequel film pertama/2000. Sherina, reporter top Nex TV, meliput penangkaran orangutan di Kalimantan. Bersama manajer LSM Sadam, memburu penculik anak orangutan utk nyonya  konglomerat snob. Komedi musikal riang digarap apik https://t.co/vVwZYBnlpV";0;0;0;3;in;1575338724;1708097339293081889;yan_widjaya;https://twitter.com/yan_widjaya/status/1708097339293081889
Sat Sep 30 12:30:17 +0000 2023;1708096927634718823;"BAGUS BANGET!!!!!!! Inner child ku meronta2 nonton #PetualanganSherina2 🤣 https://t.co/yXBbxusfJK";0;0;0;0;in;3016755660;1708096927634718823;nunu0425;https://twitter.com/nunu0425/status/1708096927634718823
Sat Sep 30 12:24:21 +0000 2023;1708095437880881199;"Sindrom pasca nonton #PetualanganSherina2 [2]  --pengen punya future life partner yang se-adventurous aku😆";0;1;0;0;in;759508633;1708077874627096911;a_wisterian;https://twitter.com/a_wisterian/status/1708095437880881199
Sat Sep 30 12:20:44 +0000 2023;1708094527297421471;"Ketemu sherina &amp  sadamm!!💖✨  #PetualanganSherina2 https://t.co/kAWwzlwRxR";0;0;0;1;tr;1031719717;1708094527297421471;yoxidakke;https://twitter.com/yoxidakke/status/1708094527297421471
Sat Sep 30 12:18:01 +0000 2023;1708093841323299161;"Bu Hilda &amp  Dek Sayu 🥲  Serius! Sepanjang Sayu diputar, aku dlm hati, “Ya Allah, suaramu sopan bgt masuk kuping, Sher!”, terus nangis lagi. 😭 Hayoh we ceurik ti mimiti nepi ka ending. 😭  Tapi endingnya ngeselin(?) bgt sih, kayak... JANGAN BIKIN BAPER WOY! #PetualanganSherina2 https://t.co/P2jpaxbAec";0;0;1;1;in;1066904697900957701;1708093841323299161;skzamanouw;https://twitter.com/skzamanouw/status/1708093841323299161
Sat Sep 30 12:12:17 +0000 2023;1708092400063922237;"@anggis_devaki Heyooo anggis. Btw udah nonton #PetualanganSherina2 belom gektu?";0;0;0;0;in;1679295705280815105;1708059682517274771;anggis_universe;https://twitter.com/anggis_universe/status/1708092400063922237
Sat Sep 30 12:06:14 +0000 2023;1708090877409910848;"Got mixed feeling during the show. I’m so amazed by the vibes! This is successfully throwing me back into my child memory 🥹 It feels like I meet old friends tht never been seen for long time 🥹 The songs are super magical! I can’t describe how happy I am 😭 #PetualanganSherina2 https://t.co/d3Hdce874C";0;0;0;1;en;59734336;1708090877409910848;destyhm;https://twitter.com/destyhm/status/1708090877409910848
Sat Sep 30 11:57:43 +0000 2023;1708088734363902375;"Nonton #PetualanganSherina2 sepanjang film terharuuuuuuuu saking terharunya senyum2 dan tp ada pengen meweknya heheheee";0;0;0;0;in;1660650438348120068;1708088734363902375;tryaaaaa;https://twitter.com/tryaaaaa/status/1708088734363902375
Sat Sep 30 11:47:10 +0000 2023;1708086076542513327;"Nyimak, 🤩 #PetualanganSherina2 https://t.co/f90Q9VmZS1";0;0;0;1;in;1622575638673776640;1708086076542513327;DaraDaru2;https://twitter.com/DaraDaru2/status/1708086076542513327
Sat Sep 30 11:40:39 +0000 2023;1708084440189252093;"Happy bangettt pulang dari nonton #PetualanganSherina2 🥰🥰🥰 walau nonton burem karena ga pake kacamata tapi musiknya oke bangetttt Kak Sherina i adore you more 🥰🥰💖💖💖💖";0;0;2;5;in;2738308213;1708084440189252093;istifh;https://twitter.com/istifh/status/1708084440189252093
Sat Sep 30 11:38:19 +0000 2023;1708083853288767635;"⚠️URGENT ⚠️ DAKS INFO DONG SEWA SEPATU PANTOFEL/ SEPATU PASKIBRA DAERAH KOTA BANDUNG *minjem hashtag ya daks #PetualanganSherina2 #gangłysego #famefridayarena2 #JungKook #3D_byJungkook #TaylorSwift";0;0;0;1;in;1647635535010365440;1708083853288767635;jikleep;https://twitter.com/jikleep/status/1708083853288767635
Sat Sep 30 11:36:53 +0000 2023;1708083491689349494;"Betapa... bahagianya Punya banyak kawan Dari bahan temulawak....  #PetualanganSherina2";0;0;0;3;in;1679158424158998528;1708083491689349494;Singinthetrain;https://twitter.com/Singinthetrain/status/1708083491689349494
